,id,mem_id,ln_amt,term,rate,m_pay,grade,sub_grd,emp_len,own_rnt,income,ln_stat,purpose,state,dti,delinq_2yrs,ln_fst,inq_6mnth,open_acc,revol_bal,revol_util,ln_plcy
12,637481,816594,15000, 36 months,0.1483,518.74,D,D3,9 years,MORTGAGE,150000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,14.9,0.0,Mar-98,6.0,14.0,10976,0.6859999999999999,False
13,637432,816532,10925, 60 months,0.1595,265.39,E,E1,3 years,MORTGAGE,200000.0,Does not meet the credit policy. Status:Fully Paid,medical,WA,5.61,0.0,5-Sep,5.0,3.0,25212,0.3019,False
14,637408,816507,8000, 36 months,0.1223,266.6,C,C1,1 year,RENT,61000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,GA,23.08,0.0,1-May,5.0,7.0,9433,0.763,False
15,637278,816354,8500, 36 months,0.1261,284.81,C,C2,3 years,RENT,25000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,18.38,0.0,Nov-00,4.0,12.0,6420,0.309,False
16,637154,816196,7000, 60 months,0.1483,165.91,D,D3,10+ years,MORTGAGE,54257.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,NY,11.06,0.0,May-99,5.0,7.0,10627,0.368,False
17,636399,815269,10000, 36 months,0.13720000000000002,340.42,C,C5,10+ years,RENT,96000.0,Does not meet the credit policy. Status:Charged Off,home_improvement,CA,16.66,0.0,Apr-00,5.0,13.0,2280,0.139,False
18,636386,815251,4200, 60 months,0.16690000000000002,103.69,E,E3,2 years,MORTGAGE,73200.0,Does not meet the credit policy. Status:Charged Off,major_purchase,WA,9.41,0.0,1-Jul,5.0,7.0,38582,0.867,False
19,636209,815020,3000, 60 months,0.16690000000000002,74.06,E,E3,3 years,MORTGAGE,80000.0,Does not meet the credit policy. Status:Fully Paid,car,PA,8.12,0.0,Jan-97,8.0,8.0,6957,0.561,False
20,635527,814126,6400, 36 months,0.1261,214.45,C,C2,5 years,RENT,55800.0,Does not meet the credit policy. Status:Charged Off,small_business,CA,13.42,0.0,Mar-95,6.0,7.0,7230,0.389,False
21,635062,813525,3000, 36 months,0.1632,105.95,E,E2,3 years,RENT,42000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,19.74,0.0,5-Jan,7.0,7.0,3392,0.9690000000000001,False
22,634280,812567,10000, 36 months,0.1335,338.63,C,C4,5 years,MORTGAGE,120000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,TX,15.02,0.0,Jan-95,4.0,16.0,36028,0.8059999999999999,False
23,634158,812421,6500, 60 months,0.1632,159.18,E,E2,3 years,MORTGAGE,30000.0,Does not meet the credit policy. Status:Fully Paid,other,FL,5.6,0.0,Feb-94,4.0,25.0,6217,0.26899999999999996,False
24,634109,800479,16400, 60 months,0.2114,444.97,G,G5,2 years,MORTGAGE,69312.0,Does not meet the credit policy. Status:Charged Off,wedding,OH,23.56,0.0,Mar-98,7.0,10.0,7194,0.888,False
25,633355,811417,3200, 36 months,0.16690000000000002,113.6,E,E3,2 years,OWN,33096.0,Does not meet the credit policy. Status:Fully Paid,credit_card,NC,24.47,0.0,May-95,4.0,38.0,15310,0.23800000000000002,False
26,632614,810414,7000, 36 months,0.1261,234.55,C,C2,3 years,MORTGAGE,55004.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,4.97,0.0,May-99,5.0,13.0,6021,0.214,False
27,632307,810027,4800, 36 months,0.1261,160.84,C,C2,5 years,RENT,40800.0,Does not meet the credit policy. Status:Fully Paid,vacation,CA,24.18,0.0,Jun-95,5.0,14.0,11483,0.607,False
28,608740,780876,1600, 60 months,0.1446,37.62,D,D2,5 years,MORTGAGE,31000.0,Does not meet the credit policy. Status:Fully Paid,small_business,FL,6.23,1.0,Nov-93,6.0,8.0,270,0.019,False
29,632167,809837,8000, 60 months,0.1483,189.61,D,D3,5 years,MORTGAGE,66000.0,Does not meet the credit policy. Status:Fully Paid,wedding,AZ,9.49,0.0,4-Oct,4.0,7.0,5290,0.299,False
30,632031,809668,2000, 36 months,0.1036,64.88,B,B5,n/a,MORTGAGE,70000.0,Does not meet the credit policy. Status:Charged Off,vacation,WA,18.24,1.0,Oct-93,6.0,16.0,4976,0.17,False
31,631664,809183,4800, 60 months,0.17059999999999997,119.45,E,E4,5 years,RENT,57996.0,Does not meet the credit policy. Status:Fully Paid,major_purchase,NC,24.97,0.0,5-Jan,6.0,8.0,17860,0.777,False
32,631603,809104,2350, 60 months,0.1632,57.55,E,E2,10+ years,MORTGAGE,110000.0,Does not meet the credit policy. Status:Fully Paid,moving,CA,4.99,0.0,Sep-95,6.0,10.0,3006,0.6990000000000001,False
33,631406,808873,6000, 36 months,0.1409,205.33,D,D1,2 years,RENT,30000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,PA,13.48,0.0,7-Jan,4.0,17.0,7578,0.621,False
34,631039,808418,25000, 60 months,0.17800000000000002,632.12,F,F1,5 years,MORTGAGE,78500.0,Does not meet the credit policy. Status:Charged Off,house,CT,11.74,0.0,3-May,4.0,15.0,39428,0.687,False
35,630748,808071,5600, 60 months,0.1891,144.99,F,F4,2 years,RENT,45500.0,Does not meet the credit policy. Status:Charged Off,medical,IL,19.91,0.0,Nov-95,5.0,5.0,8928,0.992,False
36,630624,796621,10000, 36 months,0.1223,333.25,C,C1,9 years,OWN,57000.0,Does not meet the credit policy. Status:Fully Paid,medical,AZ,16.19,0.0,Jan-78,5.0,7.0,10032,0.292,False
37,630137,807330,12000, 36 months,0.1298,404.22,C,C3,n/a,RENT,53000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,NY,15.42,0.0,May-98,5.0,19.0,13968,0.368,False
38,630052,807235,4000, 60 months,0.16690000000000002,98.75,E,E3,7 years,MORTGAGE,23000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,MN,20.77,1.0,Oct-00,6.0,10.0,5222,0.446,False
39,629752,806850,3000, 36 months,0.1261,100.52,C,C2,6 years,MORTGAGE,230000.0,Does not meet the credit policy. Status:Fully Paid,car,FL,12.46,0.0,Jan-99,6.0,11.0,8509,0.599,False
40,629476,806514,9700, 60 months,0.1335,222.45,C,C4,9 years,OWN,45600.0,Does not meet the credit policy. Status:Charged Off,small_business,PA,12.89,0.0,2-Mar,4.0,13.0,22261,0.624,False
41,629018,805946,3000, 36 months,0.0962,96.27,B,B3,< 1 year,RENT,16800.0,Does not meet the credit policy. Status:Fully Paid,vacation,CA,5.07,0.0,1-Sep,4.0,6.0,2521,0.6629999999999999,False
42,629254,806211,7400, 36 months,0.16690000000000002,262.69,E,E3,7 years,MORTGAGE,45000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,OK,24.51,0.0,2-Oct,8.0,20.0,26368,0.5479999999999999,False
43,627829,804528,10000, 60 months,0.1483,237.01,D,D3,10+ years,MORTGAGE,70000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,10.01,0.0,Mar-90,6.0,16.0,41575,0.7959999999999999,False
44,627637,804292,7800, 60 months,0.152,186.39,D,D4,10+ years,RENT,53500.0,Does not meet the credit policy. Status:Charged Off,medical,PA,12.65,0.0,Dec-94,5.0,20.0,5312,0.253,False
45,627453,804044,8000, 60 months,0.13720000000000002,184.99,C,C5,10+ years,MORTGAGE,33600.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,WI,3.64,1.0,Aug-86,4.0,6.0,454,0.9079999999999999,False
46,627364,803942,6600, 60 months,0.1891,170.89,F,F4,5 years,MORTGAGE,57000.0,Does not meet the credit policy. Status:Charged Off,house,GA,22.11,1.0,Oct-98,4.0,33.0,2525,0.40700000000000003,False
47,627006,803437,6000, 60 months,0.152,143.38,D,D4,3 years,RENT,36000.0,Does not meet the credit policy. Status:Charged Off,other,CA,12.1,0.0,1-Jan,4.0,2.0,0,0.0,False
48,626992,803418,5000, 36 months,0.1335,169.32,C,C4,9 years,MORTGAGE,55000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,WI,17.37,0.0,1-Jan,4.0,14.0,17058,0.68,False
49,626947,803367,12000, 60 months,0.152,286.75,D,D4,2 years,MORTGAGE,60000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,CA,19.58,0.0,Jul-97,4.0,21.0,8408,0.509,False
50,623978,799652,20000, 36 months,0.1595,702.65,E,E1,5 years,MORTGAGE,95000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,DE,14.8,0.0,May-95,6.0,15.0,70160,0.892,False
51,625955,802135,14550, 60 months,0.2114,394.78,G,G5,6 years,MORTGAGE,82000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,20.72,0.0,Dec-95,8.0,8.0,2887,0.601,False
52,626721,803094,3000, 36 months,0.1261,100.52,C,C2,5 years,RENT,176000.0,Does not meet the credit policy. Status:Fully Paid,vacation,CA,11.28,0.0,Oct-98,4.0,6.0,10179,0.7829999999999999,False
53,625318,801381,3000, 60 months,0.1632,73.47,E,E2,7 years,MORTGAGE,59000.0,Does not meet the credit policy. Status:Fully Paid,car,IL,13.14,2.0,Jan-87,4.0,11.0,8363,0.747,False
54,625269,801319,10000, 36 months,0.1261,335.07,C,C2,5 years,RENT,41386.8,Does not meet the credit policy. Status:Fully Paid,house,CA,22.88,0.0,2-Mar,4.0,7.0,3275,0.46299999999999997,False
55,624723,800604,5500, 36 months,0.0999,177.45,B,B4,4 years,RENT,26400.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,14.18,0.0,3-Nov,4.0,15.0,4669,0.248,False
56,624215,799972,3000, 36 months,0.0962,96.27,B,B3,10+ years,RENT,984000.0,Does not meet the credit policy. Status:Fully Paid,other,TX,0.29,0.0,Jan-99,4.0,5.0,221,0.013999999999999999,False
57,623979,799653,8000, 60 months,0.1557,192.73,D,D5,5 years,RENT,63500.0,Does not meet the credit policy. Status:Fully Paid,major_purchase,IL,2.38,0.0,4-Aug,6.0,4.0,1252,0.085,False
58,620040,794709,1800, 60 months,0.1557,43.37,D,D5,4 years,MORTGAGE,40000.0,Does not meet the credit policy. Status:Fully Paid,other,OH,16.47,0.0,Jun-96,4.0,9.0,8747,0.748,False
59,623192,798688,1800, 36 months,0.1335,60.96,C,C4,2 years,MORTGAGE,57996.0,Does not meet the credit policy. Status:Fully Paid,other,CT,21.52,1.0,2-Jun,6.0,7.0,153,0.21899999999999997,False
60,623474,799038,16000, 60 months,0.1595,317.01,E,E1,10+ years,MORTGAGE,88200.0,Does not meet the credit policy. Status:Fully Paid,other,LA,21.06,0.0,1-May,5.0,8.0,673,0.044000000000000004,False
61,622989,798428,10500, 60 months,0.1483,248.86,D,D3,3 years,MORTGAGE,42442.8,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,PA,1.53,7.0,Nov-99,4.0,12.0,1690,0.35200000000000004,False
62,622984,798423,14400, 60 months,0.18170000000000003,367.0,F,F2,< 1 year,RENT,110000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,17.16,0.0,Aug-00,4.0,5.0,45318,0.9940000000000001,False
63,622836,798226,8000, 60 months,0.16690000000000002,197.49,E,E3,3 years,MORTGAGE,48000.0,Does not meet the credit policy. Status:Charged Off,other,MD,20.25,0.0,Jan-98,6.0,16.0,8395,0.528,False
64,622724,798079,11200, 36 months,0.1483,387.32,D,D3,5 years,RENT,90000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,19.48,1.0,3-Oct,4.0,14.0,9615,0.677,False
65,610372,782790,14500, 60 months,0.13720000000000002,335.29,C,C5,< 1 year,RENT,38400.0,Does not meet the credit policy. Status:Fully Paid,credit_card,IL,22.38,0.0,May-98,4.0,17.0,12053,0.275,False
66,622553,797865,10000, 36 months,0.0691,308.36,A,A5,5 years,MORTGAGE,80004.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,VA,5.91,0.0,Sep-00,4.0,5.0,2163,0.318,False
67,617391,791540,5000, 36 months,0.0888,158.72,B,B1,2 years,MORTGAGE,39956.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NC,5.89,0.0,Jun-00,0.0,6.0,61604,0.706,False
68,622263,797503,4000, 36 months,0.0999,129.05,B,B4,< 1 year,RENT,28000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,LA,19.84,0.0,2-Jun,4.0,4.0,4969,0.599,False
69,621833,796957,14000, 60 months,0.152,334.54,D,D4,3 years,MORTGAGE,99996.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,OK,7.88,0.0,5-Feb,6.0,6.0,1545,0.057,False
70,621771,796871,12250, 36 months,0.1298,412.64,C,C3,9 years,MORTGAGE,47000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,PA,23.46,0.0,Nov-92,6.0,13.0,33924,0.414,False
71,621165,796097,18000, 60 months,0.1891,466.04,F,F4,7 years,RENT,57996.0,Does not meet the credit policy. Status:Fully Paid,other,NY,20.92,0.0,Aug-97,5.0,17.0,19071,0.9,False
72,620476,795256,23000, 60 months,0.16690000000000002,439.42,E,E3,4 years,MORTGAGE,70000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,TX,20.83,0.0,Aug-00,4.0,8.0,10484,0.765,False
73,620749,795577,19000, 36 months,0.1557,663.96,D,D5,10+ years,RENT,55000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,MD,20.27,0.0,Feb-79,5.0,16.0,18344,0.598,False
74,620298,795045,4000, 60 months,0.1261,90.22,C,C2,1 year,OWN,24000.0,Does not meet the credit policy. Status:Fully Paid,other,VA,18.65,0.0,3-Apr,4.0,7.0,8328,0.809,False
75,620464,795243,12000, 36 months,0.13720000000000002,408.51,C,C5,3 years,RENT,36000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,NY,5.17,0.0,6-May,6.0,5.0,4460,0.38799999999999996,False
76,620391,795151,9000, 36 months,0.1223,299.92,C,C1,10+ years,MORTGAGE,110000.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,NJ,12.4,0.0,Jun-95,1.0,7.0,120641,0.8170000000000001,False
77,620284,795028,6000, 36 months,0.13720000000000002,204.26,C,C5,4 years,MORTGAGE,42000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,DE,21.14,0.0,4-Oct,5.0,8.0,4222,0.245,False
78,620299,795046,5000, 60 months,0.1483,118.51,D,D3,5 years,MORTGAGE,60000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,AL,11.42,0.0,Feb-87,4.0,7.0,8252,0.682,False
79,620265,795006,5000, 36 months,0.152,173.82,D,D4,6 years,MORTGAGE,90468.0,Does not meet the credit policy. Status:Charged Off,home_improvement,CA,15.52,0.0,Mar-94,6.0,19.0,4378,0.858,False
80,620239,794975,10000, 36 months,0.1261,335.07,C,C2,6 years,MORTGAGE,60000.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,NY,17.52,0.0,2-Sep,4.0,9.0,3688,0.384,False
81,601871,772268,2500, 36 months,0.1595,87.84,E,E1,4 years,MORTGAGE,43404.0,Does not meet the credit policy. Status:Fully Paid,major_purchase,MI,23.2,0.0,May-00,4.0,26.0,1607,0.251,False
82,620030,794699,6000, 36 months,0.1298,202.11,C,C3,9 years,MORTGAGE,129240.0,Does not meet the credit policy. Status:Charged Off,home_improvement,WA,23.56,0.0,Mar-96,4.0,22.0,136503,0.4,False
83,619937,794570,16750, 36 months,0.1335,567.21,C,C4,4 years,MORTGAGE,45000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,MN,22.69,0.0,Nov-00,5.0,19.0,13662,0.312,False
84,619124,793559,13650, 60 months,0.17800000000000002,345.14,F,F1,< 1 year,RENT,50000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,NY,15.22,0.0,Jan-97,5.0,10.0,6029,0.41600000000000004,False
85,618741,793113,24000, 60 months,0.2077,646.18,G,G4,< 1 year,RENT,105000.0,Does not meet the credit policy. Status:Charged Off,wedding,VA,10.18,1.0,Dec-95,4.0,8.0,3646,0.701,False
86,619347,793833,8000, 36 months,0.1261,268.06,C,C2,6 years,MORTGAGE,104000.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,CA,5.76,0.0,Mar-97,4.0,4.0,8871,0.778,False
87,615331,789063,5200, 36 months,0.1261,174.24,C,C2,< 1 year,RENT,33000.0,Does not meet the credit policy. Status:Charged Off,other,AR,3.85,0.0,6-Jul,5.0,4.0,2498,0.484,False
88,619077,793506,9000, 60 months,0.1632,220.4,E,E2,2 years,MORTGAGE,45000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,KY,17.57,0.0,5-Aug,4.0,9.0,8818,0.882,False
89,618843,793234,6000, 60 months,0.2114,162.8,G,G5,3 years,MORTGAGE,42000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,NJ,1.27,2.0,Sep-00,7.0,7.0,3918,0.603,False
90,618615,792966,1100, 60 months,0.13720000000000002,25.44,C,C5,< 1 year,RENT,4800.0,Does not meet the credit policy. Status:Fully Paid,other,CA,22.5,0.0,3-Aug,4.0,2.0,36,0.036000000000000004,False
91,618276,792590,2650, 36 months,0.1483,91.65,D,D3,5 years,RENT,41500.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,CA,6.27,0.0,7-Jun,5.0,6.0,1866,0.868,False
92,612821,785775,14500, 36 months,0.1261,485.85,C,C2,< 1 year,MORTGAGE,42000.0,Does not meet the credit policy. Status:Charged Off,credit_card,MN,13.51,0.0,Feb-99,4.0,11.0,7630,0.561,False
93,617857,792087,8000, 60 months,0.1483,189.61,D,D3,6 years,MORTGAGE,58000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,NJ,6.29,0.0,2-Jan,4.0,8.0,9676,0.762,False
94,617505,791665,2000, 36 months,0.152,69.53,D,D4,n/a,RENT,11400.0,Does not meet the credit policy. Status:Fully Paid,credit_card,CA,7.16,0.0,7-Aug,4.0,8.0,1630,0.40700000000000003,False
95,616634,790635,5000, 36 months,0.1595,175.67,E,E1,10+ years,MORTGAGE,54000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,22.38,0.0,Aug-97,1.0,6.0,52786,0.9990000000000001,False
96,616504,790492,5000, 60 months,0.1446,117.54,D,D2,1 year,RENT,20000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,MA,22.74,0.0,Dec-00,4.0,11.0,11525,0.922,False
97,616316,790263,16000, 60 months,0.1261,360.87,C,C2,2 years,MORTGAGE,84000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MA,5.16,0.0,Jan-93,5.0,19.0,28921,0.348,False
98,616235,790151,7000, 36 months,0.0888,222.21,B,B1,9 years,RENT,46500.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,KY,21.08,0.0,3-May,4.0,10.0,7625,0.465,False
99,616029,789900,10000, 60 months,0.1929,261.01,F,F5,10+ years,MORTGAGE,91633.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,3.95,5.0,Jun-96,4.0,10.0,5690,0.45899999999999996,False
100,615146,788816,4000, 60 months,0.1891,103.57,F,F4,n/a,RENT,36000.0,Does not meet the credit policy. Status:Fully Paid,small_business,TX,6.97,0.0,Jan-98,6.0,6.0,1996,0.499,False
101,612725,785656,3250, 36 months,0.1595,114.19,E,E1,2 years,RENT,28800.0,Does not meet the credit policy. Status:Fully Paid,other,NJ,24.04,0.0,5-Feb,7.0,4.0,0,0.0,False
102,615660,789477,12000, 36 months,0.1409,410.66,D,D1,10+ years,MORTGAGE,53000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CT,1.92,0.0,May-99,5.0,14.0,7730,0.40299999999999997,False
103,615597,789408,10000, 36 months,0.0888,317.44,B,B1,8 years,RENT,45600.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,IL,17.0,0.0,5-Apr,4.0,5.0,7232,0.536,False
104,615140,788808,4000, 60 months,0.17800000000000002,101.14,F,F1,4 years,MORTGAGE,24960.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CO,20.24,0.0,Nov-98,6.0,5.0,2799,0.4,False
105,615077,788717,1000, 36 months,0.152,34.77,D,D4,2 years,RENT,54096.0,Does not meet the credit policy. Status:Charged Off,major_purchase,PA,12.95,0.0,Mar-96,7.0,17.0,11729,0.505,False
106,612413,785289,22000, 36 months,0.2077,826.26,G,G4,5 years,MORTGAGE,93000.0,Does not meet the credit policy. Status:Charged Off,home_improvement,MO,23.19,0.0,Mar-94,8.0,16.0,35483,0.647,False
107,614165,787377,9800, 36 months,0.1446,337.14,D,D2,8 years,MORTGAGE,84996.0,Does not meet the credit policy. Status:Fully Paid,other,NY,20.09,0.0,Sep-00,4.0,8.0,12058,0.659,False
108,613710,786824,7200, 60 months,0.1446,169.26,D,D2,4 years,MORTGAGE,110004.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,4.76,0.0,May-84,6.0,10.0,2433,0.608,False
109,613375,786422,8000, 60 months,0.1483,189.61,D,D3,1 year,MORTGAGE,26000.0,Does not meet the credit policy. Status:Charged Off,home_improvement,GA,8.4,0.0,Jul-00,6.0,6.0,9174,0.758,False
110,613208,786224,17500, 60 months,0.17800000000000002,442.49,F,F1,8 years,MORTGAGE,51408.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,AL,22.39,0.0,Jan-97,5.0,8.0,5377,0.978,False
111,613133,786140,2400, 60 months,0.16690000000000002,59.25,E,E3,10+ years,RENT,36000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,MA,12.93,1.0,1-Aug,4.0,3.0,29,0.032,False
112,610537,782963,10750, 60 months,0.152,256.88,D,D4,2 years,RENT,36000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,CA,24.03,0.0,Jun-96,7.0,16.0,8079,0.203,False
113,612749,785689,4500, 36 months,0.1223,149.96,C,C1,5 years,RENT,24000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MI,22.5,0.0,6-Oct,4.0,7.0,4113,0.7,False
114,612687,785613,6000, 60 months,0.16690000000000002,148.12,E,E3,2 years,MORTGAGE,60000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,MA,3.06,1.0,Mar-98,5.0,11.0,4046,0.736,False
115,612643,785560,20000, 60 months,0.1335,458.66,C,C4,8 years,MORTGAGE,97000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,KY,13.52,0.0,Sep-98,5.0,11.0,16819,0.38799999999999996,False
116,612140,784922,12000, 36 months,0.0691,232.05,A,A5,10+ years,MORTGAGE,45000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MO,23.31,0.0,Sep-00,5.0,8.0,6083,0.6679999999999999,False
117,612362,785235,24000, 36 months,0.17800000000000002,865.26,F,F1,5 years,MORTGAGE,70556.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,MN,22.03,0.0,Sep-93,4.0,7.0,24297,0.841,False
118,612332,785200,8000, 60 months,0.13720000000000002,184.99,C,C5,9 years,MORTGAGE,90231.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MO,24.12,0.0,Oct-92,1.0,19.0,124422,0.72,False
119,612322,785185,20000, 60 months,0.18539999999999998,513.77,F,F3,< 1 year,MORTGAGE,150000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,MI,18.69,0.0,Oct-92,7.0,9.0,80109,0.823,False
120,612179,784970,14000, 36 months,0.13720000000000002,476.59,C,C5,4 years,MORTGAGE,180000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,PA,14.19,0.0,Jan-94,6.0,16.0,38302,0.612,False
121,609464,781748,2400, 60 months,0.1557,57.82,D,D5,n/a,MORTGAGE,44000.0,Does not meet the credit policy. Status:Charged Off,vacation,OH,24.25,0.0,Nov-63,6.0,20.0,10365,0.35700000000000004,False
122,612027,784779,13200, 60 months,0.18170000000000003,336.42,F,F2,3 years,MORTGAGE,115000.0,Does not meet the credit policy. Status:Charged Off,moving,NY,0.35,0.0,Dec-98,7.0,3.0,2298,0.535,False
123,611851,784577,3000, 36 months,0.1446,103.21,D,D2,2 years,RENT,52800.0,Does not meet the credit policy. Status:Charged Off,major_purchase,NJ,11.16,6.0,1-Sep,5.0,21.0,846,0.846,False
124,611875,784602,12250, 36 months,0.1298,412.64,C,C3,6 years,RENT,37000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,IL,24.39,0.0,Jun-94,4.0,5.0,15867,0.8140000000000001,False
125,611846,784572,15600, 36 months,0.0888,495.21,B,B1,10+ years,MORTGAGE,97000.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,OH,18.56,0.0,Feb-91,4.0,13.0,40917,0.603,False
126,611841,782413,2075, 36 months,0.1298,69.9,C,C3,3 years,MORTGAGE,47490.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,MO,0.76,0.0,May-00,6.0,4.0,963,0.214,False
